Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
4500 BLOCK OF NE CULLY BLVD                                                                                       ,18-903220,Property,Cully,2/21/2018,2/1/2018,653,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
3200 BLOCK OF SE 109TH AVE                                                                                        ,18-903152,Property,Powellhurst-Gilbert,2/15/2018,2/1/2018,800,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
3200 BLOCK OF SE 109TH AVE                                                                                        ,18-903152,Property,Powellhurst-Gilbert,2/15/2018,2/1/2018,800,Fraud Offenses,1,Identity Theft
6700 BLOCK OF SE 131ST PL                                                                                         ,18-65513,Property,Pleasant Valley,2/14/2018,2/1/2018,1037,Counterfeiting/Forgery,1,Counterfeiting/Forgery
6700 BLOCK OF SE 131ST PL                                                                                         ,18-65513,Property,Pleasant Valley,2/14/2018,2/1/2018,1037,Fraud Offenses,1,Identity Theft
11100 BLOCK OF N EXPO RD                                                                                           ,18-903033,Property,Kenton,2/21/2018,2/1/2018,900,Larceny Offenses,1,Theft From Motor Vehicle
NW 1ST AVE / NW GLISAN ST,18-65762,Property,Old Town/Chinatown,2/24/2018,2/1/2018,1432,Larceny Offenses,1,Shoplifting
10100 BLOCK OF SE WASHINGTON ST                                                                                    ,18-65673,Property,Hazelwood,2/26/2018,2/1/2018,1205,Larceny Offenses,1,Theft From Motor Vehicle
NW 1ST AVE / NW GLISAN ST,18-65761,Property,Old Town/Chinatown,2/24/2018,2/1/2018,1445,Larceny Offenses,1,Shoplifting
NW 27TH AVE / NW VAUGHN ST,18-903049,Property,Northwest,2/23/2018,2/1/2018,1800,Larceny Offenses,1,Theft From Motor Vehicle
NW 23RD AVE / NW GLISAN ST,18-903139,Property,Northwest,2/24/2018,2/1/2018,1600,Larceny Offenses,1,Theft From Motor Vehicle
700 BLOCK OF SW BROADWAY                                                                                         ,18-903086,Property,Downtown,2/21/2018,2/1/2018,1900,Larceny Offenses,1,Shoplifting
5000 BLOCK OF SE CORA ST                                                                                          ,18-66697,Property,Creston-Kenilworth,2/21/2018,2/1/2018,1200,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
600 BLOCK OF N TOMAHAWK ISLAND DR                                                                                ,18-66919,Property,Hayden Island,2/27/2018,2/1/2018,434,Larceny Offenses,1,Theft From Motor Vehicle
6900 BLOCK OF N LOMBARD ST                                                                                        ,18-17406,Property,St Johns,1/16/2018,1/1/2018,1231,Larceny Offenses,1,All Other Larceny
4600 BLOCK OF SE 64TH AVE                                                                                         ,18-31470,Property,Mt Scott-Arleta,1/26/2018,1/1/2018,1800,Vandalism,1,Vandalism
1900 BLOCK OF NE 122ND AVE                                                                                        ,18-34140,Property,Russell,1/30/2018,1/1/2018,1306,Larceny Offenses,1,Shoplifting
10000 BLOCK OF NE HALSEY ST                                                                                        ,18-35373,Property,Hazelwood,1/31/2018,1/1/2018,1146,Larceny Offenses,1,Shoplifting
7300 BLOCK OF SE CLAY ST                                                                                          ,18-66560,Property,Mt Tabor,2/26/2018,2/1/2018,1200,Burglary,1,Burglary
N MONROE ST / N GANTENBEIN AVE,18-903249,Property,Eliot,2/26/2018,2/1/2018,620,Larceny Offenses,1,Theft From Motor Vehicle
8200 BLOCK OF SE POWELL BLVD                                                                                      ,18-67508,Property,Powellhurst-Gilbert,2/27/2018,2/1/2018,2252,Counterfeiting/Forgery,1,Counterfeiting/Forgery
,18-X5045931,Property,Portsmouth,3/2/2018,3/1/2018,2259,Vandalism,1,Vandalism
,18-X5045931,Society,Portsmouth,3/2/2018,3/1/2018,2259,Weapon Law Violations,1,Weapons Law Violations
1600 BLOCK OF SW ALDER ST                                                                                         ,18-67824,Property,Goose Hollow,2/28/2018,2/1/2018,805,Robbery,1,Robbery
2100 BLOCK OF N TERRY ST                                                                                          ,18-71092,Property,Kenton,3/2/2018,3/1/2018,2148,Larceny Offenses,1,Theft From Motor Vehicle
UNKNOWN ADDRESS,18-901725,Property,,1/22/2018,1/1/2018,2200,Larceny Offenses,1,Theft From Motor Vehicle
300 BLOCK OF SW TAYLOR ST                                                                                        ,18-903200,Property,Downtown,2/24/2018,2/1/2018,2200,Vandalism,1,Vandalism
700 BLOCK OF SE 106TH AVE                                                                                        ,18-66752,Property,Mill Park,2/27/2018,2/1/2018,1027,Counterfeiting/Forgery,1,Counterfeiting/Forgery
700 BLOCK OF SE 106TH AVE                                                                                        ,18-66752,Property,Mill Park,2/27/2018,2/1/2018,1027,Fraud Offenses,1,Credit Card/ATM Fraud
700 BLOCK OF SE 106TH AVE                                                                                        ,18-66752,Property,Mill Park,2/27/2018,2/1/2018,1027,Fraud Offenses,1,Identity Theft
3800 BLOCK OF NE 82ND AVE                                                                                         ,18-67077,Property,Madison South,2/27/2018,2/1/2018,1500,Larceny Offenses,1,All Other Larceny
10100 BLOCK OF SE MARKET ST                                                                                        ,18-68313,Property,Hazelwood,2/23/2018,2/1/2018,1000,Larceny Offenses,1,Theft From Motor Vehicle
0 BLOCK OF NE KNOTT ST                                                                                         ,18-70763,Property,Eliot,3/2/2018,3/1/2018,1500,Larceny Offenses,1,All Other Larceny
6100 BLOCK OF SE MILWAUKIE AVE                                                                                    ,18-27702,Property,Sellwood-Moreland,1/24/2018,1/1/2018,2000,Burglary,1,Burglary
3700 BLOCK OF SE HAIG ST                                                                                          ,18-23766,Property,Richmond,1/28/2018,1/1/2018,2200,Motor Vehicle Theft,1,Motor Vehicle Theft
8100 BLOCK OF SE POWELL BLVD                                                                                      ,18-30302,Property,Foster-Powell,1/25/2018,1/1/2018,2005,Larceny Offenses,1,Theft From Building
2000 BLOCK OF SW 10TH AVE                                                                                         ,18-901662,Property,Southwest Hills,1/27/2018,1/1/2018,1215,Larceny Offenses,1,All Other Larceny
SE 9TH AVE / SE WASHINGTON ST,18-901672,Property,Buckman West,1/27/2018,1/1/2018,1730,Larceny Offenses,1,Theft From Motor Vehicle
SE 9TH AVE / SE WASHINGTON ST,18-901672,Property,Buckman West,1/27/2018,1/1/2018,1730,Fraud Offenses,1,Identity Theft
6500 BLOCK OF SE 21ST AVE                                                                                         ,18-903071,Property,Sellwood-Moreland,2/10/2018,2/1/2018,100,Larceny Offenses,1,Theft From Motor Vehicle
1500 BLOCK OF N SCHMEER RD                                                                                        ,18-903062,Property,Kenton,2/23/2018,2/1/2018,1630,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories
6500 BLOCK OF SE 21ST AVE                                                                                         ,18-903072,Property,Sellwood-Moreland,1/24/2018,1/1/2018,300,Larceny Offenses,1,Theft From Motor Vehicle
400 BLOCK OF N HAYDEN BAY DR                                                                                     ,18-903119,Property,Hayden Island,2/24/2018,2/1/2018,2305,Larceny Offenses,1,All Other Larceny
100 BLOCK OF SW WOODS ST                                                                                         ,18-903025,Property,South Portland,2/8/2018,2/1/2018,1410,Vandalism,1,Vandalism
NW GLISAN ST / NW 2ND AVE,18-903129,Property,Old Town/Chinatown,2/25/2018,2/1/2018,1635,Larceny Offenses,1,Theft From Motor Vehicle
9100 BLOCK OF N VANCOUVER AVE                                                                                     ,18-903169,Property,East Columbia,2/25/2018,2/1/2018,1600,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
9100 BLOCK OF N VANCOUVER AVE                                                                                     ,18-903169,Property,East Columbia,2/25/2018,2/1/2018,1600,Larceny Offenses,1,Theft From Building
9100 BLOCK OF N VANCOUVER AVE                                                                                     ,18-903169,Property,East Columbia,2/25/2018,2/1/2018,1600,Fraud Offenses,1,Identity Theft
400 BLOCK OF NW 23RD AVE                                                                                         ,18-67124,Property,Northwest,2/27/2018,2/1/2018,1604,Robbery,1,Robbery
SE FRANKLIN ST / SE 109TH AVE,18-903187,Property,Powellhurst-Gilbert,2/23/2018,2/1/2018,0,Vandalism,1,Vandalism
300 BLOCK OF SE 151ST AVE                                                                                        ,18-903192,Property,Glenfair,2/25/2018,2/1/2018,2145,Larceny Offenses,1,All Other Larceny
N RUSSELL ST / N VANCOUVER AVE,18-69278,Society,Eliot,3/1/2018,3/1/2018,1234,Drug/Narcotic Offenses,1,Drug/Narcotic Violations
1500 BLOCK OF SW TAYLOR ST                                                                                        ,18-66869,Property,Goose Hollow,2/27/2018,2/1/2018,1200,Burglary,1,Burglary
1200 BLOCK OF SW 18TH AVE                                                                                         ,18-68133,Property,Goose Hollow,2/16/2018,2/1/2018,800,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game
8100 BLOCK OF SE MILL ST                                                                                          ,18-31659,Property,Montavilla,1/28/2018,1/1/2018,1040,Vandalism,1,Vandalism
2700 BLOCK OF NE 82ND AVE                                                                                         ,18-800328,Property,Madison South,1/30/2018,1/1/2018,1400,Arson,1,Arson
9300 BLOCK OF N NEWMAN AVE                                                                                        ,18-68147,Property,Portsmouth,2/26/2018,2/1/2018,2030,Vandalism,1,Vandalism
9100 BLOCK OF N HODGE AVE                                                                                         ,18-903298,Property,Portsmouth,2/9/2018,2/1/2018,1520,Larceny Offenses,1,All Other Larceny
2600 BLOCK OF NE SANDY BLVD                                                                                       ,18-903205,Property,Kerns,2/23/2018,2/1/2018,1900,Larceny Offenses,1,Pocket-Picking
400 BLOCK OF NW 6TH AVE                                                                                          ,18-65129,Property,Old Town/Chinatown,2/25/2018,2/1/2018,1140,Larceny Offenses,1,Theft From Motor Vehicle
400 BLOCK OF NW 6TH AVE                                                                                          ,18-65129,Property,Old Town/Chinatown,2/25/2018,2/1/2018,1140,Fraud Offenses,1,Identity Theft
